Category,Organization,Phone,Address,Website,Hours,ProgramName,ProgramDescription,Cost,EligibilityNotes,Veteran,Disability,Age,Gender
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526 ,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",Abortion services,"At this health center you can come in for appointments that do not require a medical exam. For example, birth control education and supplies; emergency contraception (morning after pill); pregnancy testing and counseling; STD testing; testing and treatment for urinary tract infections We provide educational materials specifically for people with developmental disabilities. We do not provide childcare services. We request that you please make childcare arrangements. Only infants and toddlers in a car seat or stroller are allowed into the exam room. We request that you please make arrangements for childcare for any other children. Medicaid accepted. If you are uninsured, you may qualify for a state-funded program or a lower fee scale. Please bring the following documents:birth certificate,pay stub, photo ID, proof of residence. We accept the following forms of payment:cash, checks, major credit/debit cards, money orders Payment is expected at time of service. Checks are not accepted for abortion services.",,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm","birth control, ",,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",general health care,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",HIV testing,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",LGBT services,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm","mens health care,",,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",Morning-After Pill (Emergency Contraception),,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",Pregnancy Testing & Services,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",STD Testing,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",Treatment & Vaccines,,,,N,N,N,N
HEALTHCARE,Planned Parenthood of Greater Iowa,877.811.7526,"2304 University Avenue Des Moines, IA 50311",http://www.plannedparenthood.org/,"Monday, Tuesday, Thursday, Friday-9am-5pm, Wednesday 11am-7pm, Center is open the 4th Saturday of the month from 10am-1pm",Women's Health Care,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526 ,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",Abortion services,"At this health center you can come in for appointments that do not require a medical exam. For example, birth control education and supplies; emergency contraception (morning after pill); pregnancy testing and counseling; STD testing; testing and treatment for urinary tract infections We provide educational materials specifically for people with developmental disabilities. We do not provide childcare services. We request that you please make childcare arrangements. Only infants and toddlers in a car seat or stroller are allowed into the exam room. We request that you please make arrangements for childcare for any other children. Medicaid accepted. If you are uninsured, you may qualify for a state-funded program or a lower fee scale. Please bring the following documents:birth certificate,pay stub, photo ID, proof of residence. We accept the following forms of payment:cash, checks, major credit/debit cards, money orders Payment is expected at time of service. Checks are not accepted for abortion services.",,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1","birth control, ",,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",general health care,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",HIV testing,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",LGBT services,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1","mens health care,",,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",Morning-After Pill (Emergency Contraception),,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",Pregnancy Testing & Services,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",STD Testing,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",Treatment & Vaccines,,,,N,N,N,N
HEALTHCARE,Planned Parenthood - Rosenfield Center,877.811.7526,1000 E. Army Post Road,,"Mon 9-5, Tue 11-7, Wed 9-5, Thur 8-5, Fri 8-5, Sat 10-1",Women's Health Care,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,Primary health care for the entire family,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,Prenatal,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,pediatric,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,adolescent,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,adult,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,geriatric,,,,N,N,N,N
HEALTHCARE,Broadlawns Family Health Care,515.282.2334,"1801 Hickman Rd Des Moines, Iowa  50314",http://www.broadlawns.org/,Monday through Friday:8 a.m. to 5 p.m.,behavioral,,,,N,N,N,N
HEALTHCARE,Eyerly-Ball Community Mental Health Center,515.243.5181,"1301 Center St,Des Moines, IA 50309",http://www.eyerlyball.org/,Monday – Friday 8:00 am to 4:30 pm Tuesdays – 11:30 am to 8:00 pm,Eyerly-Ball Community Mental Health Center,"High quality recovery focused adult outpatient mental health services. Eyerly-Ball Community Health Services offers a full range of professional mental health services:Assessment, Psychiatric treatment,Therapy (individual, group, couple, family), Medication evaluations and medication management, Community consultation and education, Co-occurring disorders services (substance abuse and mental health)",,,N,N,>=17,N
HEALTHCARE,Broadlawns Medical Center, 515-282-5695,"1801 Hickman Road  Des Moines, IA 50314-1505",http://www.broadlawns.org/,"Mon-Thurs 8am-4:30pm, Friday 8am-4pm",Community Based Services,"(case management, supported community living, service coordination and integrated services projects.)",,,N,N,N,N
HEALTHCARE,Broadlawns Medical Center,515-282-5695,"1801 Hickman Road  Des Moines, IA 50314-1505",http://www.broadlawns.org/,"Mon-Thurs 8am-4:30pm, Friday 8am-4pm",Outpatient Services,"(Child and Adolescent Services-ages 5-18, Psychiatric medicine addiction, Medication management, Psychotherapy Sessions,  Intensive Outpatient program offers therapeutic, individualized programs to clients who have a serious mental illness) ",,,N,N,5 - 18,N
HEALTHCARE,Broadlawns Medical Center,515-282-5695,"1801 Hickman Road  Des Moines, IA 50314-1505",http://www.broadlawns.org/,"Mon-Thurs 8am-4:30pm, Friday 8am-4pm",Inpatient Services,(intensive psychiatric treatment and a secure environment for patients),,,N,N,N,N
HOUSING,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Transitional and permanent housing,,"- Free evaluation -Cost depends on the income, #of people in household, level of care, if they have title 19  -The highest level of care is evaluated at 3.5 and a person who has no income will pay $11.72 a day and that is up to 23 days of care, if additional days are needed at this level of care the rate will reduce to $5.10 a day for 48 days. -For outpatient care those without income depend on the level of care needed, but for the highest level of care it is $8.10 a day-$4 for group sessions. Those who have income pricing will vary.","At the time of intake, the following information will be requested: pertinent client demographics, relationship status, family composition, medical history, chemical dependency history, mental health history, domestic violence history, other services the client is receiving, releases to pertinent service providers. At the conclusion of the assessment interview the client will be informed about her eligibility for House of Mercy programming and provided an estimated time frame for admission. Clients may be asked to attend/participate in alternate programming while waiting for admission, such as attendance in an Outpatient Treatment program.",N,N,N,F
FOOD,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Meals,,,,N,N,N,F
TRANSPORTATION,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Transportation,,,,N,N,N,F
CHILDCARE,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Licensed childcare,,,,N,N,N,F
OTHER,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,group and family therapy,,,,N,N,N,F
ADVOCACY,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Addiction counseling services including relapse prevention education and therapy,,,,N,N,N,F
OTHER,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Aftercare support,,,,N,N,N,F
ADVOCACY,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Twelve-step meetings,,,,N,N,N,F
HEALTHCARE,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Primary medical care,,,,N,N,N,F
HEALTHCARE,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Trauma counseling,,,,N,N,N,F
EMPLOYMENT,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Education and employment assistance,,,,N,N,N,F
EMPLOYMENT,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,Skill development training in communication,,,,N,N,N,F
OTHER,House of Mercy,515-643-6500,"1409 Clark St #1, Des Moines, IA",http://www.mercydesmoines.org/comm_resources/house_mercy.cfm,Monday through Friday 8am-4:30pm,parenting and nutrition,,,,N,N,N,F
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",Prevention,,"MECCA accepts personal checks, money orders, cashier checks, VISA, MasterCard and cash. You may now pay your MECCA statement online using your credit card or PayPal account. Financial aid is available for those who qualify The amount of financial aid available to a client is determined by a financial assessment of resources and/or insurance.Required documents needed for financial aid: Payroll stubs from the previous month or most recent payroll stubs, Income verification from The Workforce Center, Documentation of other income, including but not limited to FIP, rental income, social security, unemployment, etc.",Many insurance companies pay for services provided by MECCA. Be sure to bring your insurance card. You are also encouraged to contact your insurance carrier before you come to check on your policy’s coverage. Title XIX does pay for services provided by our facility.,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",early intervention,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",evaluation,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",detox,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",family services,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",halfway house,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",problem gambling services,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",adolescent outpatient,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",adult outpatient,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.","residential (inpatient/intensive treament),",,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",day treatment,,,,N,N,N,N
ADVOCACY,MECCA,(515) 262-0349,"3451 Easton Blvd, Des Moines, IA 50317",http://www.meccaservices.com/,"Monday - Thursday: 8 am - 8 pm Fridays: 8 am - 5 pm, MECCA counselors are available to take emergency calls 24 hours a day, 7 days a week.",continuing care,,,,N,N,N,N
HOUSING,"Home, Inc",515.243.1277,"1111 9th St. Suite 210. Des Moines, IA.",http://www.homeincdsm.org/,,RentWise,Help tenants overcome barriers to obtaining/retaining affordable housing,0,,N,N,N,N
HOUSING,YMCA,515.288.2424,"2 SW 9th Street, Des Moines, IA 50309",http://www.dmymca.org/,Mon-Friday 9am-5pm Saturday 9am-1pm,YMCA Supportive Housing Campus,"The YMCA Supportive Housing Campus is operated by the YMCA of Greater Des Moines. It is conveniently located in downtown Des Moines at 2 SW 9th Street. The campus offers 140 individual efficiency residential units in an attractive setting. In addition to the furnished residential units, there are classrooms, counseling suites, a library, a small workout room, laundry facilities, and a dining area. A variety of support services are available to all tenants.. ","Once applied, clients meet with the staff and the IFA (Iowa Finance Authority) to look at that clients income and figure out how much it would be a month. ","Have to pass a $25 background check. Don’t accept people with convictions or charges of serious felonies (sexual offenders, homicide, etc). Check the last 10 years. When figuring out if they qualify for low income housing help, if they’re working they need to bring in pay stubs, or if unemployed they need their whiten sheets from Iowa Workforce Development or any proof of government assistance (social security payments, etc).",N,N,N,N
OTHER,YMCA,515.288.2424,"2 SW 9th Street, Des Moines, IA 50309",http://www.dmymca.org/,Mon-Friday 9am-5pm Saturday 9am-1pm,Military ReConnect Program,Opportunity to strengthen military families through supportive programming with our community YMCA's to find out more about the program contact Sue Johnson at sue.johnson@dmymca.org or call 515-224-1888. ,,,Y,N,N,N
EMERGENCY SHELTER,Annie’s House (Women’s only shelter),(515) 779-4599,1136 Martin Luther King,http://www.dmymca.org/,Mon-Sun 24/7. Office Mon-Fri 8am-5pm, psychological assistance,,Sliding scale depending on income level. Determined by staff.,,N,N,N,N
EMPLOYMENT,Annie’s House (Women’s only shelter),(515) 779-4599,1136 Martin Luther King,http://www.dmymca.org/,Mon-Sun 24/7. Office Mon-Fri 8am-5pm,job training,,,,N,N,N,N
ADVOCACY,Annie’s House (Women’s only shelter),(515) 779-4599,1136 Martin Luther King,http://www.dmymca.org/,Mon-Sun 24/7. Office Mon-Fri 8am-5pm,domestic violence assistance,,,,N,N,N,N
HOUSING,Beacon of Life,515.244.4713 Ex. 202,1717 Woodland Ave,http://beaconoflifedm.org/,,Beacon of Life,"--Provides transitional housing, meals and support services to women ages 18 and over. Must obey rules, curfew. No drugs and must look for work. $10 a night. ",0,Homeless women,N,N,18,F
HOUSING,Buchanan Transitional Living Center,"
515.265.1222",1219 Buchanan Street,,Sun - Sat 8am-10pm,Buchanan Transitional Living,"The Buchanan Transitional Living Center is a coed facility housing 8 homeless youth, ages 16-21, for up to 21 months. While at the Buchanan Center, participants are assisted with educational goals, vocational and independent living skills. Staff members provide around-the-clock support and the case manager will work one-on-one with each participant to assist them in achieving the ultimate goal of self-sufficiency. Volunteers and Buchanan plan and participate in recreational activities for the participants. In addition, they also help the participants learn effective living skills, such as food preperation based on a well balance nutrition plan, money-management techniques and grocery and personal shopping.",0,Homeless youth,N,N,16 - 21,N
HEALTHCARE,Four Oaks Family Living Center,515.261.3719,"2600 72nd St., Suite A 
Urbandale, IA 50322 ",http://www.fouroaks.org/,Mon - Fri 8:00AM - 5:00PM,Outpatient Behavioral Health Services/Abbe Oaks ,"(Cedar Rapids, Des Moines, Dubuque, Iowa City, Vinton, Waterloo) 
Four Oaks Outpatient Behavioral Health Services provide outpatient individual, family, and group psychotherapy to children and their families who are eligible under Title 19 or private insurance. In Cedar Rapids and Vinton, these services are provided as Abbe Oaks in partnership with the Community Mental Health Center. ",0,,N,N,N,N
OTHER,Four Oaks Family Living Center,515.261.3719,"2600 72nd St., Suite A 
Urbandale, IA 50322",http://www.fouroaks.org/,Mon - Fri 8:00AM - 5:00PM,School-Based Programming ,"(Altoona, Ankeny, Cedar Rapids, Dubuque, Iowa City, Independence, Newton, West Des Moines) 
Four Oaks has collaborated with local school districts across the state of Iowa to create unique and innovative school-based programs to meet the needs of at-risk students. Currently there are several supervised suspension and detention centers, conduct disorder and specific intervention/disciplineclassrooms and special education staff in-service training. ",0,,N,N,N,N
OTHER,Four Oaks Family Living Center,515.261.3719,"2600 72nd St., Suite A 
Urbandale, IA 50322",http://www.fouroaks.org/,Mon - Fri 8:00AM - 5:00PM,Special Needs Adoption ,"(Appanoose, Benton, Davis, Iowa, Jefferson, Johnson, Jones, Keokuk, Linn, Mahaska, Monroe, Wapello, Washington, and Van Buren counties; Des Moines; Dubuque) 
As a member agency of Iowa KidsNet, Four Oaks provides Special Needs Adoption services including recruitment, retention, adoption home approval, and on-going and crisis support to adoptive/permanent families of special needs children. ",0,,N,N,N,N
OTHER,Good Samaritan Urban Ministries ,515.283.0818 ext 126,1353 9th street,http://www.goodsamaritan-dsm.org/,Mon-Fri 8:30am-5pm, Family Growth Program: ,"This program addresses core family stabilization risk factors and issues such as substance abuse, domestic violence, mental and physical health, family relationships, child safety and development, parenting skills, nutrition and health education, financial management and life-skills development. Each participant is assessed and a service support plan is developed which identifies a long-term, interdependent support infrastructure and service support plan addressing the needs of each family member. Services are provided in-house and through collaborative relationships with community providers.",0,"Low income families in Des Moines, special emphasis on homeless mothers with children. ",N,N,N,N
HOUSING,Good Samaritan Urban Ministries,515.283.0818 ext 126,1353 9th street,http://www.goodsamaritan-dsm.org/,Mon-Fri 8:30am-5pm,Transitional Housing – 9th Street Campus,"A two-year, progressive program for families with dependent children who are homeless. There are 17 apartments dedicated to this program. Rent subsidy, basic needs assistance, Family Growth Program, and case management services are provided. Family Growth Programparticipation is required for housing.",0,,N,N,N,N
OTHER,Good Samaritan Urban Ministries,515.283.0818 ext 126,1353 9th street,http://www.goodsamaritan-dsm.org/,Mon-Fri 8:30am-5pm,Supportive Services,"All Good Samaritan residents are encouraged to utilize the supportive services as determined necessary by a needs assessment and service support plan. Case managers provide a variety of services to assist residents in becoming drug-free, violence-free, crime-free, informed, stable and productive. Services include: basic needs assistance, housing placement, mentoring and tutoring for children, crisis intervention, counseling, the family growth program, social services mediation and referrals for childcare, healthcare, employment and education.",0,,N,N,N,N
OTHER,Good Samaritan Urban Ministries,515.283.0818 ext 126,1353 9th street,http://www.goodsamaritan-dsm.org/,Mon-Fri 8:30am-5pm,Youth Ministry,"Unlike most other youth programs, the primary purpose of our youth outreach is not to teach a child a skill, to read a book or to be successful in the world (however, we do see this fruit in many lives). Rather, our mission is to reach a child with the love of which Jesus spoke and demonstrated. As a result of this Christ-like love through one-on-one relationships, children will experience a change of heart which will be reflected in all aspects of their lives. Only then do we see change as they discover their God-given talents, learn to read or dream about their future through the outreach tools we offer.",0,,N,N,N,N
HOUSING,"
Home Connection",515.244.9748,3001 Grand Ave,http://www.thehomeconnection.org/,"
Mon-Fri 8am-5pm",Home Connection,"The Home Connection provides transitional housing and support services for homeless families with children. We have 21 housing units, and typically serve 25 families per year. We provide case management with an emphasis on attaining family economic self-sufficiency, home ownership, and life and living skills.The Home Connection pioneered transitional housing in Polk County. We have the only program with single family homes and duplexes located in various neighborhoods in Des Moines. We provide as much normalcy as possible for our families. Families are able to live together in an ordinary home in ordinary neighborhoods for up to two years. Families that enter our transitional housing program are homeless when they enter the program and are very low income. Since families live in a home, as compared to an apartment, they learn to take care of a home and yard.",Varies based on family income,"At least one parent in each family must be working or in an educational or job training program. All adults in the families must be involved in some level of community volunteer work or community activities, and they must also be involved in their children's education and development. The family program manager monitors the family's progress in attaining their goals through monthly home visits and quarterly, yearly and program-end evaluations.",N,N,N,N
HOUSING,Home Connection,515.244.9748,3001 Grand Ave,http://www.thehomeconnection.org/,Mon-Fri 8am-5pm,Transitional Housing,"The transitional housing program requires a family to pay 35 percent of their income to The Home Connection. Of this amount, 25 percent is set aside in an escrow account established for the family. Funds that accrue in the families escrow account is used to pay their past debts, if applicable. The balance is returned to the family when they complete the program. The family can use their funds as a down payment on a home, rent and rent deposit, or other costs they may have when they transition from our program into mainstream housing. The remainder of the 35 percent goes toward utility costs, maintenance, and other program costs.",,,N,N,N,N
EMERGENCY SHELTER,Hope Ministries Family Center,515.264.0144,3333 East University Ave,http://www.hopeiowa.org/facilities/family.php,7:30am-4pm Mon-Fri,Hope Family Center,"Hope Family Center is our emergency shelter and long-term recovery center for homeless and displaced single women and mothers with children.Our Hope Family Center includes three eight-bedroom houses, where our emergency shelter guests and long-term recovery residents live in a community setting – while maintaining family privacy through separate bedrooms.All emergency shelter residents are assigned a case manager and are required to follow house safety rules and community guidelines – including no alcohol or drugs.
While staying with us, emergency shelter residents meet with their case manager once a week and are introduced to our long-term recovery program. If they are interested in our long-term program, they will then enter a two- to three-month transitional period, at which point they will begin basic life skills classes.",0,,N,N,N,N
OTHER,Hope Ministries Family Center,515.264.0144,3333 East University Ave,http://www.hopeiowa.org/facilities/family.php,7:30am-4pm Mon-Fri,HEART Recovery Program,"
Our 12- to 24-month recovery program provides the necessary structure, responsibility and accountability to move women from where they are when they first walk through our doors to transformational life change.
Our program is called HEART because it leads women and children through five phases: healing, equipping, accountability, responsibility and transition. While living in a safe, stable environment, women and children learn to replace addiction, anger and confusion with Christ-centered maturity through personalized case management, classes, counseling, mentoring and support groups. Our program classes fall under four categories: basic life skills, recovery, spiritual development and health and wellness.
We also encourage women to pursue their education, whether through obtaining their G.E.D. or enrolling in local community colleges and universities.",,,N,N,N,F
OTHER,Hope Ministries Family Center,515.264.0144,3333 East University Ave,http://www.hopeiowa.org/facilities/family.php,7:30am-4pm Mon-Fri,Children’s Program,"In addition to our programming for women, we also provide individualized case management for our children.
For many children at Hope Family Center, this is their first experience in a stable, secure environment. Our case managers and children’s activities coordinator create personalized care plans for each child, meant to help children develop the skills they need according to their age/grade level.
Many women who come to us are DHS-involved and in the process of court evaluation and/or trying to regain custody of their children. Our case managers are skilled in working with DHS, the court system and probation officers throughout this process.",,,N,N,N,N
